title,dom_bo,int_bo,wrld_bo,dvd_sales,blu_sales,total_sales,opening,runtime,legs,share,budget,theater_opening,theater_max,inf_dom_bo,release,vdo_release,mpaa,series,genre,kwrds,src,prd_mthd,creative_type,prd_company,prd_country,lang,synop
"/movie/Mission-Impossible-Fallout#tab=summary
",220159104,567297448,787456552,6305318,15678756,21984074,61236534,147.0,3.6,28.0,178000000,4386,4395,220159104,"July 27th, 2018","December 4th, 2018",PG-13,Mission: Impossible,action,"c.i.a., secret agent, hitmen, 3-d, prison break, ensemble, dream sequence, intertitle, voiceover/narration, nightmare, non-chronological, false identity, surprise twist, revenge, 3-d - post-production conversion, imax: dmr",based on tv,live action,contemporary fiction,"Skydance Productions, Bad Robot, Paramount Pictures",united states,english,"ethan hunt and his imf team, along with some familiar allies are in a race against time after a mission gone wrong.
"
"/movie/X-Men-Apocalypse-(2016)#tab=summary
",155442489,387095057,542537546,11761812,21991631,33753443,65769562,136.0,2.36,28.7,178000000,4150,4153,163708786,"May 27th, 2016","September 9th, 2016",PG-13,X-Men,action,"marvel comics, mutants, visual effects, end of the world, ancient egypt, 3-d, imax: dmr",based on comic/graphic novel,live action,super hero,"Twentieth Century Fox, Marvel Studios, TSG Entertainment, Bad Hat Harry Productions, Kinberg Genre, Hutch Parker, Donnersâ Company",united states,english,"since the dawn of civilization, he was worshipped as a god. apocalypse, the first and most powerful mutant from marvelâs x-men universe, amassed the powers of many other mutants, becoming immortal and invincible. upon awakening after thousands of years, he is disillusioned with the world as he finds it and recruits a team of powerful mutants, including a disheartened magneto, to cleanse mankind and create a new world order, over which he will reign. as the fate of the earth hangs in the balance, raven with the help of professor x must lead a team of young x-men to stop their greatest nemesis and save mankind from complete destruction.
"
"/movie/Meg-The#tab=summary
",145443742,384086973,529530715,11508836,12474695,23983531,45402195,113.0,3.2,27.5,178000000,4118,4118,145443746,"August 10th, 2018","November 13th, 2018",PG-13,.,action,"animals gone bad, underwater, exes in love, rescue, dishonorable discharge, redemption, 3-d, 3-d - post-production conversion, imax: dmr",based on fiction book/short story,live action,science fiction,"Warner Bros., Gravity Pictures, Flagship Entertainment, Apelles Entertainment, di Bonaventura Pictures, Maeday Productions, On a Roll Productions",united states,english,"a deep-sea submersibleâpart of an international undersea observation programâis attacked by a massive creature, previously thought to be extinct, and now lies disabled at the bottom of the deepest trench in the pacificâ¦with its crew trapped inside. with time running out, expert deep sea rescue diver jonas taylor is recruited by a visionary chinese oceanographer, against the wishes of his daughter suyin, to save the crewâand the ocean itselfâfrom this unstoppable threat: a pre-historic 75-foot-long shark known as the megalodon. what no one could have imagined is that, years before, taylor had encountered this same terrifying creature. now, teamed with suyin, he must confront his fears and risk his own life to save everyone trapped belowâ¦bringing him face to face once more with the greatest and largest predator of all time.
"
"/movie/Edge-of-Tomorrow#tab=summary
",100206256,270335000,370541256,11193275,16611004,27804279,28760246,136.0,3.48,27.0,178000000,3490,3505,111735489,"June 6th, 2014","October 7th, 2014",PG-13,.,action,"alien invasion, war, time travel, visual effects, 3-d, 3-d - post-production conversion, imax: dmr",based on comic/graphic novel,live action,science fiction,"Warner Bros., Village Roadshow Productions, RatPac Entertainment, Dune Entertainment",united states,english,"in a near future, a hive-like alien race, called mimics, have hit the earth in an unrelenting assault, shredding great cities to rubble and leaving millions of human casualties in their wake. the worldâs armies have joined forces for a last stand offensive against the alien horde, with no second chances. lt. col. bill cage is an officer who has never seen a day of combat when he is unceremoniously demoted and then droppedâuntrained and ill-equippedâinto what amounts to little more than a suicide mission. cage is killed within minutes, managing to take an alpha down with him. but, impossibly, he wakes back at the beginning of the same hellish day, and is forced to fight and die againâ¦ and again. but with each pass, cage becomes tougher, smarter, and able to engage the mimics with increasing skill, alongside special forces warrior rita vrataski, who has lain waste to more mimics than anyone on earth. as cage and rita take the fight to the aliens, each repeated battle becomes an opportunity to find the key to annihilating the alien invaders and saving the earth.
"
"/movie/Captain-Marvel-(2019)#tab=summary
",426829839,702900000,1129729839,18828403,44876438,63704841,153433423,124.0,2.78,37.8,175000000,4310,4310,426829839,"March 8th, 2019","May 28th, 2019",PG-13,Marvel Cinematic Universe,action,"betrayal, dream sequence, faulty memory, surprise twist, war, marvel comics, outer space, prequel, origin story, 1990s, shapeshifter, friends turned enemies, non-chronological, 3-d, 3-d - post-production conversion, imax: dmr",based on comic/graphic novel,animation/live action,super hero,Marvel Studios,united states,english,"the story follows carol danvers as she becomes one of the universeâs most powerful heroes when earth is caught in the middle of a galactic war between two alien races.
"
"/movie/Jungle-Book-The-(2016)#tab=summary
",364001123,598853424,962854547,19955154,26683174,46638328,103261464,105.0,3.53,37.8,175000000,4028,4144,383358402,"April 15th, 2016","August 23rd, 2016",PG,.,adventure,"animal lead, talking animals, india, jungle, raised by wild animals, orphan, young child dealing with the death of a parent, live action cartoon, remake, voiceover/narration, prologue, non-chronological, posthumous release, motion capture performance, 3-d, 3-d - shot in 3-d, imax: dmr",based on fiction book/short story,animation/live action,fantasy,"Walt Disney Pictures, Fairview Entertainment",united states,english,"an adventure about mowgli, a man-cub raised by a family of wolves. but mowgli finds he is no longer welcome in the jungle when fearsome tiger shere khan, who bears the scars of man, promises to eliminate what he sees as a threat. urged to abandon the only home heâs ever known, mowgli embarks on a captivating journey of self-discovery, guided by panther-turned-stern mentor bagheera, and the free-spirited bear baloo. along the way, mowgli encounters jungle creatures who donât exactly have his best interests at heart, including kaa, a python whose seductive voice and gaze hypnotizes the man-cub, and the smooth-talking king louie, who tries to coerce mowgli into giving up the secret to the elusive and deadly red flower: fire. 


"
"/movie/Inside-Out-(2015)#tab=summary
",356461711,501100000,857561711,60390949,59844442,120235391,90440272,95.0,3.94,41.6,175000000,3946,4158,385215439,"June 19th, 2015","October 13th, 2015",PG,.,adventure,"exploring a character's  mind, new guy/girl in school, voiceover/narration, prologue, hockey, epilogue, scene in end credits, depression, runaway, 3-d, 3-d - shot in 3-d, imax: dmr",original screenplay,digital animation,kids fiction,Disney-Pixar,united states,english,"growing up can be a bumpy road, and itâs no exception for riley, who is uprooted from her midwest life when her father starts a new job in san francisco. like all of us, riley is guided by her emotions, fear, anger, disgust and sadness. the emotions live in headquarters, the control center inside rileyâs mind, where they help advise her through everyday life. as riley and her emotions struggle to adjust to a new life in san francisco, turmoil ensues in headquarters. although joy, rileyâs main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.
"
"/movie/Spider-Man-Homecoming#tab=summary
",334201140,545965210,880166350,16935106,51925318,68860424,117027503,133.0,2.86,38.0,175000000,4348,4348,339417210,"July 7th, 2017","September 26th, 2017",PG-13,Spider-ManMarvel Cinematic Universe,action,"marvel comics, reboot, super villains, high school, coming of age, secret identity, revenge, 3-d, 3-d - post-production conversion, imax: dmr",based on comic/graphic novel,live action,super hero,"Marvel Studios, Columbia Pictures, LStar Capital",united states,english,"thrilled by his experience with the avengers, peter returns home, where he lives with his aunt may, under the watchful eye of his new mentor tony stark. peter tries to fall back into his normal daily routineâdistracted by thoughts of proving himself to be more than just your friendly neighborhood spider-manâbut when the vulture emerges as a new villain, everything that peter holds most important will be threatened.
"
"/movie/Suicide-Squad#tab=summary
",325100054,420959833,746059887,29617196,66179674,95796870,133682248,123.0,2.43,43.6,175000000,4255,4255,342388609,"August 5th, 2016","November 15th, 2016",PG-13,DC Extended Universe,action,"ensemble, villain's point of view, mercenaries, d.c. comics, prison, cruel wardens or prison guards, voiceover/narration, non-chronological, intertitle, scene in end credits, revenge, death of a spouse or fiancã©e / fiancã©, death of a sibling, possessed, mutants, 3-d, 3-d - post-production conversion, imax: dmr",based on comic/graphic novel,animation/live action,super hero,"Warner Bros., RatPac Entertainment, Dune Entertainment, Atlas Entertainment",united states,english,"it feels good to be badâ¦ assemble a team of the worldâs most dangerous, incarcerated super villains, provide them with the most powerful arsenal at the governmentâs disposal, and send them off on a mission to defeat an enigmatic, insuperable entity.  u.s. intelligence officer amanda waller has determined only a secretly convened group of disparate, despicable individuals with next to nothing to lose will do.  however, once they realize they werenât picked to succeed but chosen for their patent culpability when they inevitably fail, will the suicide squad resolve to die trying, or decide itâs every man for himself?
"
"/movie/Up#tab=summary
",293004164,438459213,731463377,233900319,83404199,317304518,68108790,89.0,4.3,40.1,175000000,3766,3886,355902392,"May 29th, 2009","November 10th, 2009",PG,.,adventure,"3-d, infertility, widow/widower, romance, prologue, death of a spouse or fiancã©e / fiancã©, animal lead, talking animals, 2010 oscars best picture nominee",original screenplay,digital animation,fantasy,"Walt Disney Pictures, Disney-Pixar",united states,english,"
 

"
