title,dom_bo,int_bo,wrld_bo,dvd_sales,blu_sales,total_sales,opening,runtime,legs,share,budget,theater_opening,theater_max,inf_dom_bo,release,vdo_release,mpaa,series,genre,kwrds,src,prd_mthd,creative_type,prd_company,prd_country,lang,synop
"/movie/Laberinto-del-Fauno-El#tab=summary
",37634615,49406954,87041569,51040353,.,.,568641,.,7.88,43.2,16000000,17,1143,49870973,"December 29th, 2006","May 15th, 2007",R,.,horror,"monster, dysfunctional family, world war ii, war, fairies",original screenplay,live action,historical fiction,.,"mexico, spain, united states",.,"
 

"
"/movie/Roommate-The#tab=summary
",37300107,15245600,52545707,5469222,1011611,6480833,15002635,91.0,2.49,71.0,16000000,2534,2534,42850434,"February 4th, 2011","May 17th, 2011",PG-13,.,thriller/suspense,"new guy/girl in school, college, lgbt, mental illness",original screenplay,live action,contemporary fiction,"Screen Gems, Vertigo Films",united states,english,"a psychological thriller about a deranged college freshman who becomes obsessed with her new roommate.
"
"/movie/Messengers-The#tab=summary
",35374833,18400000,53774833,16267862,.,.,14713321,90.0,2.4,65.8,16000000,2528,2529,46840796,"February 2nd, 2007","June 5th, 2007",PG-13,.,horror,hauntings,original screenplay,live action,fantasy,.,united states,english,"
 

"
"/movie/Killing-Fields-The#tab=summary
",34609720,.,490979,.,.,.,32181,.,10.7,100.0,16000000,1,663,89033506,"November 2nd, 1984","January 7th, 2014",.,.,drama,"vietnam war, war",original screenplay,live action,historical fiction,.,united kingdom,"english, french, khmer, russian","
 

"
"/movie/See-Spot-Run#tab=summary
",33357476,9700076,43057552,.,.,.,9715102,94.0,3.43,77.5,16000000,2656,2658,53690204,"March 2nd, 2001","August 28th, 2001",PG,.,adventure,animal lead,original screenplay,live action,kids fiction,.,united states,english,"
 

"
"/movie/Double-Impact#tab=summary
",29090445,.,.,.,.,.,7574703,110.0,3.84,100.0,16000000,1735,1747,62948679,"August 9th, 1991","February 6th, 2001",R,.,action,"twins, same actor, multiple roles, separated at birth, hong kong, martial arts, smuggler, intertitle, hollywood",original screenplay,live action,contemporary fiction,.,united states,english,"
 

"
"/movie/Baby-Boy#tab=summary
",28734552,.,.,.,.,.,8606403,.,3.34,100.0,16000000,1533,1533,46249420,"June 27th, 2001",.,R,.,drama,hood film,original screenplay,live action,contemporary fiction,.,.,.,"
 

"
"/movie/Joe-Dirt#tab=summary
",27087695,3900000,30987695,201004,.,.,8016008,91.0,3.38,87.4,16000000,2638,2639,43598738,"April 11th, 2001","July 7th, 2015",PG-13,Joe Dirt,comedy,.,original screenplay,live action,contemporary fiction,.,united states,english,"
 

"
"/movie/Women-The#tab=summary
",26902075,23201733,50103808,12986361,.,.,10155121,115.0,2.65,53.7,16000000,2962,2995,34133412,"September 12th, 2008","December 21st, 2008",PG-13,.,comedy,"relationship advice, relationships gone wrong, fashion",original screenplay,live action,contemporary fiction,"Picturehouse, Inferno, Double Edge Entertainment, Jagged Films, Shukovsky English Entertainment",united states,english,"
 

"
"/movie/Hot-Fuzz#tab=summary
",23618786,58123832,81742618,33474968,2276518,35751486,5848464,121.0,4.04,28.9,16000000,825,1272,31274293,"April 20th, 2007","July 31st, 2007",R,Three Flavours Cornetto Trilogy,comedy,.,original screenplay,live action,contemporary fiction,"Rogue Pictures, StudioCanal, Working Title Films, Big Talk Pictures","france, united kingdom",english,"
 

"
"/movie/Vicky-Cristina-Barcelona#tab=summary
",23216709,81288108,104504817,10683640,.,.,3755575,97.0,6.18,22.2,16000000,692,726,29436505,"August 15th, 2008","January 27th, 2009",PG-13,.,comedy,relationships gone wrong,original screenplay,live action,contemporary fiction,Weinstein Company,"spain, united states","english, spanish","vicky and cristina, these two young americans spend a summer in spain and meet a flamboyant artist and his beautiful but insane ex-wife. vicky is straight-laced and about to be married. cristina is a sexually adventurous free spirit. when they all become amorously entangled, both comedic and harrowing results ensue.
"
"/movie/Boys-and-Girls#tab=summary
",21799652,.,.,.,.,.,7008950,.,3.11,100.0,16000000,1983,1989,36845049,"June 16th, 2000",.,PG-13,.,romantic comedy,romance,original screenplay,live action,contemporary fiction,.,united states,english,"
 

"
"/movie/SuperFly-(Remake)#tab=summary
",20537137,186444,20723581,1012511,705468,1717979,6870740,116.0,2.99,99.1,16000000,2220,2220,20537137,"June 13th, 2018","August 28th, 2018",R,.,action,"african-american, black urban, blaxploitation, crime, crime thriller, remake, hood film",remake,live action,contemporary fiction,"Columbia Pictures, Silver Pictures",united states,english,"the film that helped define a genre in its characters, look, sound, and feelâis re-imagined.
"
"/movie/Leon#tab=summary
",19284974,26000000,45284974,1517321,.,.,5306558,.,3.63,42.6,16000000,1158,1220,42889661,"November 18th, 1994","November 17th, 2009",R,.,thriller/suspense,"hitmen, mafia, corrupt cops, film noir",original screenplay,live action,contemporary fiction,.,france,english,"
 

"
