title,dom_bo,int_bo,wrld_bo,dvd_sales,blu_sales,total_sales,opening,runtime,legs,share,budget,theater_opening,theater_max,inf_dom_bo,release,vdo_release,mpaa,series,genre,kwrds,src,prd_mthd,creative_type,prd_company,prd_country,lang,synop
"/movie/Devils-Advocate#tab=summary
",61007424,92000000,153007424,.,.,.,12170536,.,5.01,39.9,57000000,2161,2404,121003384,"October 17th, 1997",.,R,.,drama,"religious, the devil",based on fiction book/short story,live action,contemporary fiction,Regency Enterprises,united states,english,"
 

"
"/movie/Ghost-Rider-Spirit-of-Vengeance#tab=summary
",51774002,97443353,149217355,12322681,5440995,17763676,22115334,95.0,2.34,34.7,57000000,3174,3174,59253909,"February 17th, 2012","June 12th, 2012",PG-13,Ghost Rider,action,"3-d, visual effects, demons, good vs. evil, marvel comics, sequels without their original stars, 3-d - post-production conversion",original screenplay,live action,contemporary fiction,"Columbia Pictures, Hyde Park Entertainment, Image Nation Abu Dhabi, Marvel Studios","united arab emirates, united states",english,"johnny blaze is still struggling with his curse as the devil's bounty hunter - but he may risk everything as he teams up with the leader of a group of rebel monks to save a young boy from the devil... and possibly rid himself of his curse forever.
"
"/movie/Dragonheart#tab=summary
",51364680,53000000,104364680,.,.,.,15027150,.,3.42,49.2,57000000,2130,2193,105867018,"May 31st, 1996",.,PG-13,Dragonheart,adventure,"monster, dragon",original screenplay,animation/live action,fantasy,"Raffaella De Laurentiis, Universal Pictures","slovakia, united kingdom, united states",english,"
 

"
"/movie/After-the-Sunset#tab=summary
",28328132,10000982,38329114,.,.,.,11100392,91.0,2.55,73.9,57000000,2819,2819,41547239,"November 12th, 2004",.,PG-13,.,action,heist,original screenplay,live action,contemporary fiction,"Firm Films, Contrafilm, Rat Entertainment","bahamas, united states",english,"supposedly master thief max and his partner in crime lola have come to paradise island in the bahamas to enjoy their riches, but this island also happens to be scheduled for a tour of one of the worldâs most famous diamonds. fbi agent stan canât believe max has retired and travels to the island as well and hooks up with local cop sophie. and there is local gangster henri as well, who might have his own plan for the diamond.
"
"/movie/Captain-Corellis-Mandolin#tab=summary
",25528495,36569000,62097495,.,.,.,7209345,129.0,3.54,41.1,57000000,1595,1612,41089143,"August 17th, 2001",.,R,.,drama,.,based on fiction book/short story,live action,historical fiction,Working Title Films,"france, united kingdom, united states","english, german, greek, italian","
 

"
"/movie/Into-the-Woods#tab=summary
",128002372,85114029,213116401,18654803,9432580,28087383,31051923,124.0,4.12,60.1,56200000,2440,2833,141452728,"December 25th, 2014","March 24th, 2015",PG,.,musical,"talking animals, witches, infertility, dysfunctional family, prince/princess, giants, ensemble, voiceover/narration, curses, motion capture performance",based on folk tale/legend/fairytale,animation/live action,fantasy,"Lucamar, Marc Platt Productions",united states,english,"a modern twist on several of the brothers grimm fairy tales, intertwining the plots of a few choice stories and exploring the consequences of the charactersâ wishes and quests, follwing the classic tales of cinderella, little red riding hood, jack and the beanstalk, and rapunzelâall tied together by an original story involving a baker and his wife, their wish to begin a family and their interaction with the witch who has put a curse on them.
"
"/movie/Anger-Management#tab=summary
",135560942,60100000,195660942,.,.,.,42220847,106.0,3.21,69.3,56000000,3551,3656,204802675,"April 11th, 2003",.,PG-13,.,comedy,gratuitous cameos,original screenplay,live action,contemporary fiction,"Revolution Studios, Happy Madison",united states,english,"
 

"
"/movie/Pacifier-The#tab=summary
",113006880,85000000,198006880,.,.,.,30552694,95.0,3.7,57.1,56000000,3131,3181,160607278,"March 4th, 2005","June 28th, 2005",PG,.,comedy,"undercover, babysitters",original screenplay,live action,contemporary fiction,"Walt Disney Pictures, Spyglass Entertainment, Birnbaum/Barber","canada, united states",english,"
 

"
"/movie/Walking-Tall#tab=summary
",46213824,1100000,47313824,.,.,.,15501114,86.0,2.98,97.7,56000000,2836,2836,67795153,"April 2nd, 2004","September 28th, 2004",PG-13,.,action,"returning soldiers, revenge, corrupt cops, war",remake,live action,contemporary fiction,"Metro-Goldwyn-Mayer Pictures, Hyde Park Entertainment, Mandeville Films",united states,english,"
 

"
"/movie/Zhuo-yao-ji-(China)-(2015)#tab=summary
",32766,359462825,359495591,.,.,.,21074,118.0,1.55,0.0,56000000,39,41,34500,"January 22nd, 2016",.,Not,Zhuo yao ji (Monster Hunt),adventure,"3-d, monster, chinese mythology, supernatural, prologue, voiceover/narration, royalty, civil war, dysfunctional family, martial arts, wire fu, scene in end credits, unexpected families, unconventional pregnancies, intertitle, character's journey shown on map",original screenplay,live action,fantasy,"Edko Films, Wanda Media, Dream Sky Pictures, BDI Films Inc, China Film Group, Tianjin Lianrui Pictures Co",china,"cantonese, mandarin","in a mythical ancient world, monsters rule the land while humans keep to their own kingdom. but when adorable baby monster wuba is born to a human father and monster queen, mortals and creatures alike set out to capture the newborn, and hubaâs epic adventure begins.
"
"/movie/Joker-(2019)#tab=summary
",335355159,737900000,1073255159,.,.,.,96202337,122.0,3.49,31.2,55000000,4374,4374,335355159,"October 4th, 2019","December 17th, 2019",R,Batman,thriller/suspense,"d.c. comics, imax: dmr, psychological thriller, stand-up comedy, origin story, 1980s, mental illness, poverty, social outcast, 2020 oscars best picture nominee",based on comic/graphic novel,live action,contemporary fiction,"Village Roadshow Productions, Warner Bros., Bron Creative, Joint Effort",united states,english,"arthur fleck, is of a man struggling to find his way in gothamâs fractured society. a clown-for-hire by day, he aspires to be a stand-up comic at nightâ¦but finds the joke always seems to be on him. caught in a cyclical existence between apathy and cruelty, arthur makes one bad decision that brings about a chain reaction of escalating events in this gritty character study.
"
"/movie/Forrest-Gump#tab=summary
",330151138,349699499,679850637,.,.,.,24450602,142.0,13.5,48.6,55000000,1595,2365,732264606,"July 6th, 1994","August 28th, 2001",PG-13,.,drama,"visual effects, vietnam war, 1960s, 1970s, 1980s, oscars best picture winner, imax: dmr",based on fiction book/short story,live action,historical fiction,"Steve Tisch Productions, Wendy Fineman Productions, Paramount Pictures",united states,english,"
 

"
"/movie/Alvin-and-the-Chipmunks#tab=summary
",217326974,145278059,362605033,138706948,1044593,139751541,44307417,91.0,4.9,59.9,55000000,3475,3499,284244772,"December 14th, 2007","April 1st, 2008",PG,Alvin and the Chipmunks,adventure,"animal lead, talking animals, 2000s, new york city, new york, las vegas, singers, hollywood",based on tv,animation/live action,kids fiction,"Regency Enterprises, Fox 2000 Pictures, Bagdasarian Company",united states,english,"
 

"
"/movie/Bohemian-Rhapsody-(2018)#tab=summary
",216303339,687223033,903526372,15066598,37168511,52235109,51061119,134.0,4.24,23.9,55000000,4000,4000,216303340,"November 2nd, 2018","January 22nd, 2019",PG-13,.,drama,"rock 'n' roll, 1970s, entertainment industry, intertitle, biography, music industry, 1980s, aids, lgbt, london, immigration, 2019 oscars best picture nominee, imax: dmr",based on real life events,live action,dramatization,"20th Century Fox, GK Films, Regency Enterprises, Queen Films, Tribeca Film","united kingdom, united states",english,"a celebration of queen, their music and their lead singer freddie mercury, who defied stereotypes and shattered convention to become one of the most beloved entertainers on the planet. the film traces the meteoric rise of the band through their iconic songs and revolutionary sound, their near-implosion as mercuryâs lifestyle spirals out of control, and their triumphant reunion on the eve of live aid, where mercury, facing a life-threatening illness, leads the band in one of the greatest performances in the history of rock music. in the process, cementing the legacy of a band that were always more like a family, and who continue to inspire outsiders, dreamers and music lovers to this day.
"
"/movie/Hitch#tab=summary
",177784257,189000000,366784257,.,.,.,43142214,117.0,4.12,48.5,55000000,3575,3575,252669977,"February 11th, 2005","June 14th, 2005",PG-13,.,romantic comedy,"relationship advice, romance, tabloid journalism, manhattan, new york, wedding day, breaking the fourth wall",original screenplay,live action,contemporary fiction,"Columbia Pictures, Overbrook Entertainment",united states,english,"
 

"
"/movie/Meet-the-Parents#tab=summary
",166225040,164200000,330425040,.,.,.,28623300,108.0,5.81,50.3,55000000,2614,2697,280553027,"October 6th, 2000",.,PG-13,Meet the Parents,comedy,"in-laws / future in-laws, frat pack",original screenplay,live action,contemporary fiction,"Universal Pictures, DreamWorks Pictures, Nancy Tenenbaum",united states,english,"
 

"
"/movie/Pursuit-of-Happyness-The#tab=summary
",162586036,144725057,307311093,94890952,.,.,26541709,117.0,6.13,52.9,55000000,2852,3169,221849918,"December 15th, 2006","March 27th, 2007",PG-13,.,drama,"rags to riches, voiceover/narration, sales clerk, underdog, job interview, messy divorce, 1980s, homeless, family affair, relatives playing relatives",based on real life events,live action,dramatization,"Columbia Pictures, Relativity Media, Overbrook Entertainment, Escape Artists",united states,english,"
 

"
"/movie/Pocahontas#tab=summary
",141579773,205520227,347100000,.,.,.,2689714,81.0,4.79,40.8,55000000,6,2757,296502897,"June 10th, 1995",.,G,.,adventure,"family movie, native americans, prologue, animal lead, romance, romeo and juliet romance, inspired by a true story, culture clash, war, 1700s, colonial united states",based on real life events,hand animation,historical fiction,.,united states,"algonquian, english","
 

"
