title,dom_bo,int_bo,wrld_bo,dvd_sales,blu_sales,total_sales,opening,runtime,legs,share,budget,theater_opening,theater_max,inf_dom_bo,release,vdo_release,mpaa,series,genre,kwrds,src,prd_mthd,creative_type,prd_company,prd_country,lang,synop
"https://www.the-numbers.com/movie/Ice-Harvest-The#tab=summary
",9016782,1140186,10156968,8202416,.,.,3740799,.,2.41,88.8,.,1552,1555,12814800,"November 23rd, 2005","February 28th, 2006",R,.,black comedy,film noir,based on fiction book/short story,live action,contemporary fiction,.,united states,.,"
 

"
"https://www.the-numbers.com/movie/Theory-of-Everything-The-(2006)#tab=summary
",0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"January 12th, 2010",.,.,drama,.,original screenplay,live action,fantasy,.,.,.,"
 

"
"https://www.the-numbers.com/movie/Hollywoodland#tab=summary
",14426251,2400000,16826251,9116550,.,.,5926177,.,2.43,85.7,.,1548,1551,20064602,"September 8th, 2006","February 6th, 2007",R,.,drama,"movie business, biography, private investigator, film noir",based on real life events,live action,dramatization,.,united states,.,"
 

"
"https://www.the-numbers.com/movie/Forest-The#tab=summary
",26594261,14154969,40749230,2022238,960429,2982667,12741176,93.0,2.09,65.3,10000000,2451,2509,28008522,"January 8th, 2016","April 12th, 2016",PG-13,.,thriller/suspense,"japan, suicide, death of a sibling, missing person, twins, same actor, multiple roles, mount fuji, hauntings, supernatural",original screenplay,live action,contemporary fiction,"Lava Bear Films, Phantom Four, AI Film",united states,english,"a young american woman, sara, goes in search of her twin sister, who has mysteriously disappeared in the legendary aokigahara forest at the base of mt. fuji in japan. despite everyoneâs warnings to âstay on the path,â sara enters the forest determined to discover the truth about her sisterâs fateâonly to be confronted by the angry and tormented souls of the dead that prey on anyone who wanders into the forest.
"
"https://www.the-numbers.com/movie/American-The#tab=summary
",35606376,32344347,67950723,8362571,2799270,11161841,13177790,103.0,2.7,52.4,20000000,2823,2833,41112045,"September 1st, 2010","December 28th, 2010",R,.,thriller/suspense,"hitmen, one last job, romance, hitman falling in love with their target",original screenplay,live action,contemporary fiction,"Greenlit Productions, This is That, Smokehouse Pictures",united states,"english, italian","alone among assassins, jack is a master craftsman. when a job in sweden ends more harshly than expected for this american abroad, he vows to his contact larry that his next assignment will be his last. jack reports to the italian countryside, where he holes up in a small town and relishes being away from death for a spell. the assignment, as specified by a belgian woman, mathilde, is in the offing as a weapon is constructed. surprising himself, jack seeks out the friendship of local priest father benedetto and pursues romance with local woman clara. but by stepping out of the shadows, jack may be tempting fate.
"
"https://www.the-numbers.com/movie/Worlds-End-The#tab=summary
",26004851,21503654,47508505,3263444,6120483,9383927,8811790,109.0,2.95,54.7,20000000,1551,1553,29139501,"August 23rd, 2013","November 19th, 2013",R,Three Flavours Cornetto Trilogy,comedy,"voiceover/narration, prologue, intertitle, twins, robot, alien invasion, epilogue, mid-life crisis, one night, end of the world, non-chronological, screenplay written by the star, suicide attempt",original screenplay,live action,science fiction,"Focus Features, Universal Pictures, Relativity Media, Working Title Films, Big Talk Pictures, Dentsu Inc., Fuji Television Network","japan, united kingdom, united states",english,"20 years after attempting an epic pub crawl, five childhood friends reunite when one of them becomes hellbent on trying the drinking marathon again. they are convinced to stage an encore by gary king, a 40-year-old man trapped at the cigarette end of his teens, who drags his reluctant pals to their hometown and once again attempts to reach the fabled pub - the world's end. as they attempt to reconcile the past and present, they realize the real struggle is for the future, not just theirs but humankind's. reaching the worldâs end is the least of their worries.
"
"https://www.the-numbers.com/movie/Danish-Girl-The#tab=summary
",11114018,55428886,66542904,732235,685880,1418115,187318,120.0,7.2,16.7,.,4,794,11871341,"November 27th, 2015","February 16th, 2016",R,.,drama,"romance, lgbt, infidelity, sex change, 1920s, dysfunctional family, love triangle, artists, painter",based on fiction book/short story,live action,historical fiction,"Working Title Films, Pretty Pictures, Senator Global Productions, Focus Features, Revision Pictures",united states,english,"a film based on the real life stories of artists lili elbe and gerda wegener, whose marriage and work evolve as they navigate liliâs groundbreaking journey as a transgender pioneer.
"
"https://www.the-numbers.com/movie/Its-Kind-of-a-Funny-Story#tab=summary
",6363628,269322,6632950,.,.,.,2013406,100.0,3.16,95.9,8000000,742,757,7347607,"October 8th, 2010","February 8th, 2011",PG-13,.,comedy,"coming of age, mental illness, new guy/girl in school, pharmaceuticals",based on fiction book/short story,live action,contemporary fiction,"Wayfare Entertainment, Focus Features, Misher Films",united states,english,"in this new york city-set comedy-drama, 16-year-old craig, stressed out from the demands of being a teenager, checks himself into a mental health clinic. there he learns that the youth ward is closed - and finds himself stuck in the adult ward. one of the patients, bobby, soon becomes both craig's mentor and protege. craig is also drawn to another 16-year-old, noelle. with a minimum five days' stay imposed on him, craig is sustained by friendships on both the inside and the outside as he learns more about life, love, and the pressures of growing up.
"
"https://www.the-numbers.com/movie/Greenberg#tab=summary
",4234170,3128812,7362982,1008314,.,.,118152,107.0,4.15,57.5,.,3,186,4888882,"March 19th, 2010","July 13th, 2010",R,.,romantic comedy,romance,original screenplay,live action,contemporary fiction,.,united states,english,"
 

"
"https://www.the-numbers.com/movie/One-Day#tab=summary
",13843771,45324921,59168692,.,.,.,5079566,107.0,2.73,23.4,15000000,1721,1725,15903746,"August 19th, 2011","November 29th, 2011",PG-13,.,drama,"romance, relationships gone wrong, tv industry, addiction, writing and writers, cross-class romance, non-chronological, novel or other work adapted by author, 1980s, 1990s",based on fiction book/short story,live action,contemporary fiction,"Random House Films, Film 4, Color Force",united states,english,"adapted from the novel, ""one day"" charts an extraordinary relationship. emma and dexter meet on the night of their college graduation - july 15th, 1988. she is a working-class girl of principle and ambition who dreams of making the world a better place. he is a wealthy charmer who dreams that the world will be his playground. for the next two decades, every july 15th reveals to us how ""em"" and ""dex"" are faring, as their friendship ebbs and flows with the passing of the years. through love and loss, heartbreak and success, hopes fulfilled and dreams shattered, they experience the grandeur of life. somewhere along their journey, these two people realize that what they are searching and hoping for has been there for them all along.

"
