title,dom_bo,int_bo,wrld_bo,dvd_sales,blu_sales,total_sales,opening,runtime,legs,share,budget,theater_opening,theater_max,inf_dom_bo,release,vdo_release,mpaa,series,genre,kwrds,src,prd_mthd,creative_type,prd_company,prd_country,lang,synop
"/movie/Baahubali-2-The-Conclusion-(India)#tab=summary
",18985794,244517120,263502914,.,.,.,10430497,167.0,1.82,7.2,30000000,419,425,19282108,"April 28th, 2017",.,Not,Baahubali,action,"war, bollywood, non-chronological, royalty, dysfunctional family, slow motion scene, imax: dmr",based on fiction book/short story,live action,historical fiction,"Dharma Productions, Arka Media Works, AA Films",india,"hindi, malayalam, tamil, telugu","the conclusion picks up again with our hero shivudu, as he comes to terms with his legacy and the responsibility placed on him by this knowledge. shivuduâs quest aims to find the answer to the question thatâs been plaguing fans of the franchise for years: why did kattappa kill baahubali ? 
"
"/movie/Ultraviolet#tab=summary
",18522064,12440048,30962112,19924494,.,.,9064880,.,2.04,59.8,30000000,2558,2558,25761222,"March 3rd, 2006","June 27th, 2006",PG-13,.,action,vampire,original screenplay,live action,science fiction,.,united states,.,"
 

"
"/movie/North-Country#tab=summary
",18324242,5352529,23676771,14466151,.,.,6422455,123.0,2.85,77.4,30000000,2555,2555,26040826,"October 21st, 2005","February 21st, 2006",R,.,drama,"whistleblowers, courtroom drama",based on real life events,live action,dramatization,"Participant Media, Warner Bros.",united states,english,"
 

"
"/movie/Fright-Night-(2010)#tab=summary
",18298649,22222000,40520649,5623378,5316963,10940341,8114388,101.0,2.26,45.2,30000000,3114,3114,21021516,"August 19th, 2011","December 13th, 2011",R,.,horror,"3-d, coming of age, rescue, stage magician, remake, vampire, horror comedy",remake,live action,contemporary fiction,"DreamWorks Pictures, Reliance BIG Entertainment",united states,english,"senior charley brewster finally has it all - he's running with the popular crowd and dating the hottest girl in high school. in fact, he's so cool he's even dissing his best friend ed. but trouble arrives when an intriguing stranger jerry moves in next door. he seems like a great guy at first, but there's something not quite right - yet no one, including charley's mom, seems to notice!  after witnessing some very unusual activity, charley comes to an unmistakable conclusion: jerry is a vampire preying on his neighborhood. unable to convince anyone that he's telling the truth, charley has to find a way to get rid of the monster himself.
"
"/movie/Mother-(2017)#tab=summary
",17800004,24731072,42531076,51314,278094,329408,7534673,108.0,2.36,41.9,30000000,2368,2368,18077811,"September 15th, 2017","December 19th, 2017",R,.,thriller/suspense,"dysfunctional family, film actor, psychological thriller",original screenplay,live action,contemporary fiction,"Paramount Pictures, Protozoa Pictures",united states,english,"a coupleâs relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.
"
"/movie/Steve-Jobs-(2015)#tab=summary
",17766658,17812349,35579007,1320026,1722947,3042973,521522,121.0,2.5,49.9,30000000,4,2493,19199790,"October 9th, 2015","February 2nd, 2016",R,.,drama,biography,based on factual book/article,live action,dramatization,"Scott Rudin Productions, Entertainment 360, The Mark Gordon Company, Decibel Films, Cloud Eight  ",united states,english,"set backstage in the minutes before three iconic product launches spanning jobsâ careerâbeginning with the macintosh in 1984, and ending with the unveiling of the imac in 1998âthis film takes us behind the scenes of the digital revolution to paint a portrait of the brilliant man at its epicenter.
"
"/movie/Eight-Legged-Freaks#tab=summary
",17266505,19455806,36722311,.,.,.,6485458,.,2.66,47.0,30000000,2530,2530,27073635,"July 17th, 2002","October 29th, 2002",PG-13,.,comedy,creature features,original screenplay,live action,contemporary fiction,"Village Roadshow Productions, Centropolis Entertainment",.,.,"
 

"
"/movie/Fled#tab=summary
",17192205,2700000,19892205,.,.,.,5405855,.,3.18,86.4,30000000,2104,2104,35434611,"July 19th, 1996",.,R,.,action,mafia,original screenplay,live action,contemporary fiction,.,.,.,"
 

"
"/movie/Splice#tab=summary
",17010170,11532324,28542494,7004206,1288639,8292845,7385277,104.0,2.3,59.6,30000000,2450,2450,19640386,"June 4th, 2010","October 5th, 2010",R,.,horror,.,original screenplay,animation/live action,science fiction,"Warner Bros., Dark Castle Entertainment, Copperheart Entertainment, Gaumont","canada, france",english,"clive and elsa are a pair of brilliant scientists whose cutting-edge experiments in genetic engineering make them superstars in their field. as devoted to their careers as they are to one another, they start conducting unauthorized experiments with new animal species that show great promise. drunk with their god-like powers, they introduce human dna into one of their creations, producing a creature that is greater than the sum of its parts: a rapidly developing animal/human hybrid that may be a step up on the evolutionary ladder. while this female creature inspires maternal feelings in elsa, she evokes something far-from-paternal in clive, something that poses a threat to them all. then, when this seemingly perfect organism makes a final, shocking metamorphosis, it is mankind itself that is threatened.
"
"/movie/88-Minutes#tab=summary
",16930884,16024515,32955399,13870225,.,.,6957216,111.0,2.43,51.4,30000000,2168,2168,21481936,"April 18th, 2008","September 16th, 2008",R,.,thriller/suspense,.,original screenplay,live action,contemporary fiction,"Millennium Films, Emmett/Furla Films",united states,english,"
 

"
