customer_id,item_id,down_year,down_date,weekday,inf_year,down_price
C5001,I-1010,2014,02-21-2014,6,1.0518721893679996,0.9466849704311997
C5001,I-1014,2014,04-04-2014,6,1.0518721893679996,0.9466849704311997
C5001,I-1017,2014,01-19-2014,1,1.0518721893679996,0.9466849704311997
C5001,I-1028,2014,01-21-2014,3,1.0518721893679996,0.9466849704311997
C5001,I-1035,2014,03-11-2014,3,1.0518721893679996,0.8993507219096397
C5001,I-1036,2014,01-22-2014,4,1.0518721893679996,0.9992785798995996
C5001,I-1037,2014,12-23-2014,3,1.0518721893679996,0.9992785798995996
C5001,I-1038,2014,01-10-2014,6,1.0518721893679996,0.9992785798995996
C5001,I-1039,2014,10-19-2014,1,1.0518721893679996,0.9992785798995996
C5001,I-1042,2014,08-14-2014,5,1.0518721893679996,1.0518721893679996
C5001,I-1045,2014,06-14-2014,7,1.0518721893679996,1.2622466272415995
C5002,I-1003,2014,07-24-2014,5,1.0518721893679996,0.9466849704311997
C5002,I-1005,2014,02-26-2014,4,1.0518721893679996,0.9466849704311997
C5002,I-1041,2014,10-03-2014,6,1.0518721893679996,1.0518721893679996
C5002,I-1045,2014,06-20-2014,6,1.0518721893679996,1.2622466272415995
C5003,I-1015,2014,06-03-2014,3,1.0518721893679996,0.9466849704311997
C5003,I-1018,2014,12-21-2014,1,1.0518721893679996,0.9466849704311997
C5003,I-1036,2014,01-19-2014,1,1.0518721893679996,0.9992785798995996
C5003,I-1039,2014,03-02-2014,1,1.0518721893679996,0.9992785798995996
C5003,I-1042,2014,07-25-2014,6,1.0518721893679996,1.0518721893679996
C5004,I-1006,2014,10-10-2014,6,1.0518721893679996,0.9466849704311997
C5004,I-1011,2014,03-22-2014,7,1.0518721893679996,0.9466849704311997
C5004,I-1028,2014,05-04-2014,1,1.0518721893679996,0.9466849704311997
C5004,I-1034,2014,02-28-2014,6,1.0518721893679996,0.9992785798995996
C5005,I-1037,2014,11-24-2014,2,1.0518721893679996,0.9992785798995996
C5006,I-1007,2014,08-02-2014,7,1.0518721893679996,0.9466849704311997
C5006,I-1018,2014,07-27-2014,1,1.0518721893679996,0.9466849704311997
C5006,I-1031,2014,04-01-2014,3,1.0518721893679996,0.9466849704311997
C5006,I-1033,2014,07-12-2014,7,1.0518721893679996,0.9466849704311997
C5006,I-1042,2014,11-14-2014,6,1.0518721893679996,1.0518721893679996
C5006,I-1043,2014,12-04-2014,5,1.0518721893679996,1.0518721893679996
C5007,I-1011,2014,07-05-2014,7,1.0518721893679996,0.9466849704311997
C5007,I-1012,2014,12-25-2014,5,1.0518721893679996,0.9466849704311997
C5007,I-1014,2014,08-24-2014,1,1.0518721893679996,0.9466849704311997
C5007,I-1015,2014,02-02-2014,1,1.0518721893679996,0.9466849704311997
C5007,I-1017,2014,04-18-2014,6,1.0518721893679996,0.9466849704311997
C5007,I-1020,2014,06-23-2014,2,1.0518721893679996,0.9466849704311997
C5007,I-1037,2014,06-20-2014,6,1.0518721893679996,0.9992785798995996
C5008,I-1007,2014,04-29-2014,3,1.0518721893679996,0.9466849704311997
C5008,I-1010,2014,07-23-2014,4,1.0518721893679996,0.9466849704311997
C5008,I-1020,2014,10-10-2014,6,1.0518721893679996,0.9466849704311997
C5008,I-1021,2014,02-23-2014,1,1.0518721893679996,0.9466849704311997
C5008,I-1022,2014,03-14-2014,6,1.0518721893679996,0.9466849704311997
C5008,I-1044,2014,01-15-2014,4,1.0518721893679996,1.0518721893679996
C5009,I-1043,2014,11-22-2014,7,1.0518721893679996,1.0518721893679996
C5009,I-1044,2014,01-19-2014,1,1.0518721893679996,1.0518721893679996
C5009,I-1045,2014,09-30-2014,3,1.0518721893679996,1.2622466272415995
C5010,I-1041,2014,12-27-2014,7,1.0518721893679996,1.0518721893679996
C5010,I-1043,2014,10-28-2014,3,1.0518721893679996,1.0518721893679996
C5010,I-1044,2014,08-09-2014,7,1.0518721893679996,1.0518721893679996
C5011,I-1008,2014,09-19-2014,6,1.0518721893679996,0.9466849704311997
C5011,I-1011,2014,07-03-2014,5,1.0518721893679996,0.9466849704311997
C5011,I-1013,2014,11-28-2014,6,1.0518721893679996,0.9466849704311997
C5011,I-1033,2014,02-20-2014,5,1.0518721893679996,0.9466849704311997
C5011,I-1034,2014,03-18-2014,3,1.0518721893679996,0.9992785798995996
C5011,I-1036,2014,10-05-2014,1,1.0518721893679996,0.9992785798995996
C5011,I-1040,2014,04-25-2014,6,1.0518721893679996,0.9992785798995996
C5011,I-1041,2014,02-03-2014,2,1.0518721893679996,1.0518721893679996
C5013,I-1011,2014,12-22-2014,2,1.0518721893679996,0.9466849704311997
C5013,I-1019,2014,10-09-2014,5,1.0518721893679996,0.9466849704311997
C5013,I-1020,2014,12-19-2014,6,1.0518721893679996,0.9466849704311997
C5013,I-1021,2014,01-12-2014,1,1.0518721893679996,0.9466849704311997
C5013,I-1022,2014,09-20-2014,7,1.0518721893679996,0.9466849704311997
C5013,I-1024,2014,09-21-2014,1,1.0518721893679996,0.9466849704311997
C5013,I-1035,2014,12-16-2014,3,1.0518721893679996,0.8993507219096397
C5013,I-1036,2014,07-29-2014,3,1.0518721893679996,0.9992785798995996
C5013,I-1045,2014,03-27-2014,5,1.0518721893679996,1.2622466272415995
C5014,I-1002,2014,05-09-2014,6,1.0518721893679996,0.9466849704311997
C5014,I-1016,2014,03-07-2014,6,1.0518721893679996,1.1360219645174396
C5014,I-1019,2014,12-12-2014,6,1.0518721893679996,0.9466849704311997
C5014,I-1020,2014,08-01-2014,6,1.0518721893679996,0.9466849704311997
C5014,I-1043,2014,05-01-2014,5,1.0518721893679996,1.0518721893679996
C5014,I-1044,2014,01-24-2014,6,1.0518721893679996,1.0518721893679996
C5014,I-1045,2014,06-04-2014,4,1.0518721893679996,1.2622466272415995
C5015,I-1010,2014,11-21-2014,6,1.0518721893679996,0.9466849704311997
C5015,I-1028,2014,05-17-2014,7,1.0518721893679996,0.9466849704311997
C5015,I-1045,2014,08-24-2014,1,1.0518721893679996,1.2622466272415995
C5016,I-1008,2014,03-03-2014,2,1.0518721893679996,0.9466849704311997
C5016,I-1010,2014,02-21-2014,6,1.0518721893679996,0.9466849704311997
C5016,I-1021,2014,01-30-2014,5,1.0518721893679996,0.9466849704311997
C5016,I-1026,2014,06-26-2014,5,1.0518721893679996,0.9466849704311997
C5016,I-1031,2014,10-26-2014,1,1.0518721893679996,0.9466849704311997
C5016,I-1045,2014,04-17-2014,5,1.0518721893679996,1.2622466272415995
C5017,I-1003,2014,07-17-2014,5,1.0518721893679996,0.9466849704311997
C5017,I-1008,2014,05-19-2014,2,1.0518721893679996,0.9466849704311997
C5017,I-1009,2014,03-31-2014,2,1.0518721893679996,0.9466849704311997
C5017,I-1010,2014,09-29-2014,2,1.0518721893679996,0.9466849704311997
C5017,I-1013,2014,09-26-2014,6,1.0518721893679996,0.9466849704311997
C5017,I-1015,2014,07-25-2014,6,1.0518721893679996,0.9466849704311997
C5017,I-1021,2014,07-31-2014,5,1.0518721893679996,0.9466849704311997
C5017,I-1035,2014,11-27-2014,5,1.0518721893679996,0.8993507219096397
C5018,I-1012,2014,04-05-2014,7,1.0518721893679996,0.9466849704311997
C5019,I-1003,2014,02-08-2014,7,1.0518721893679996,0.9466849704311997
C5019,I-1014,2014,04-16-2014,4,1.0518721893679996,0.9466849704311997
C5019,I-1022,2014,12-14-2014,1,1.0518721893679996,0.9466849704311997
C5019,I-1033,2014,05-13-2014,3,1.0518721893679996,0.9466849704311997
C5019,I-1037,2014,09-04-2014,5,1.0518721893679996,0.9992785798995996
C5019,I-1039,2014,10-18-2014,7,1.0518721893679996,0.9992785798995996
C5019,I-1040,2014,07-10-2014,5,1.0518721893679996,0.9992785798995996
C5020,I-1005,2014,10-05-2014,1,1.0518721893679996,0.9466849704311997
C5020,I-1007,2014,11-02-2014,1,1.0518721893679996,0.9466849704311997
C5020,I-1013,2014,02-21-2014,6,1.0518721893679996,0.9466849704311997
C5020,I-1023,2014,02-14-2014,6,1.0518721893679996,0.8520164733880797
C5020,I-1029,2014,08-01-2014,6,1.0518721893679996,0.9466849704311997
C5020,I-1042,2014,07-25-2014,6,1.0518721893679996,1.0518721893679996
C5021,I-1014,2014,09-14-2014,1,1.0518721893679996,0.9466849704311997
C5021,I-1022,2014,06-12-2014,5,1.0518721893679996,0.9466849704311997
